login;birthday
W2301N20724;19.01.1994
W2301N20725;26.11.1959
W2301N20730;29.03.1986
W2301N20733;27.10.1991
W2301N20748;07.03.1992
W2301N20749;20.02.1997
W2301N20750;27.11.1982
W2301N20839;27.04.1993
W2301N20905;01.02.1989
W2301N20962;24.04.1988
W2301N20964;03.09.1996
W2301N20969;17.11.1998
W2301N21005;05.07.2001
W2301N21024;18.10.1984
W2301N21064;28.10.1985
W2301N21108;27.03.1997
W2301N21109;21.05.1985
W2301N21193;24.06.1996
W2301N21194;08.04.1979
W2301N21222;04.05.1981
W2301N21223;15.12.1996
W2301N21243;24.05.1983
W2301N21266;17.09.1986
W2301N21267;24.04.1991
W2301N21268;05.03.2002
W2301N21285;10.12.1986
W2301N21286;01.08.1994
W2301N21299;20.05.1999
W2301N21306;04.06.1972
W2301N21341;10.09.1984
W2301N21342;25.10.1996
W2301N21393;09.05.1986
W2301N21426;10.03.1984
W2301N21427;25.11.2002
W2301N21488;03.10.1989
W2301N21489;08.03.1972
W2301N21526;09.03.1992
W2301N21560;20.01.1992
W2301N21564;03.07.1995
W2301N21603;21.06.1967
W2301N21635;14.11.1980
W2301N21668;23.06.1984
W2301N21699;10.05.1990
W2301N21758;07.01.1980
W2301N21760;15.09.1985
W2301N21798;29.06.1984
W2301N21839;29.10.1992
W2301N21840;04.06.1985
W2301N21860;21.06.2000
W2301N21866;18.11.2002
W2301N21877;29.03.2000
W2301N21975;31.03.1981
W2301N22029;06.09.1970
W2301N22032;31.12.1992
W2301N22061;26.06.2001
W2301N22063;05.06.2003
W2301N22076;21.06.1987
W2301N22087;13.05.1987
W2301N22088;10.10.1986
W2301N22089;11.11.1988
W2301N22090;05.08.1998
W2301N22102;30.01.1986
W2301N22140;04.12.1991
W2301N22167;20.09.1992
W2301N22208;12.09.2003
W2301N22209;28.04.1994
W2301N22215;23.07.1995
W2301N22216;05.07.2003
W2301N22217;24.10.1996
W2301N22218;20.09.2000
W2301N22219;14.10.1998
W2301N2222;18.09.1980
W2301N22226;01.08.1986
W2301N22227;03.01.1994
W2301N22229;06.07.1998
W2301N22230;29.10.1969
W2301N22231;24.01.1990
W2301N22232;08.07.1997
W2301N22233;27.09.1993
W2301N22234;09.09.1995
W2301N22256;15.11.1993
W2301N22335;25.12.1987
W2301N22360;18.08.1975
W2301N22414;14.12.1990
W2301N22415;22.09.1996
W2301N22426;26.03.1998
W2301N22427;11.01.1981
W2301N22428;10.05.2003
W2301N22429;27.03.1997
W2301N22450;24.12.1983
W2301N22451;29.08.2001
W2301N22466;18.02.1970
W2301N22498;17.07.1990
W2301N22500;14.06.1993
W2301N22519;16.04.1974
W2301N22530;09.04.1991
W2301N22531;19.11.1995
W2301N22536;31.07.1972
W2301N22537;20.07.1981
W2301N22551;24.12.1987
W2301N22692;27.10.1997
W2301N22693;15.07.1995
W2301N22694;09.05.2000
W2301N22932;26.05.2003
W2301N22933;23.01.2001
W2301N22948;03.06.1994
W2301N22997;29.12.1973
W2301N23043;10.09.2002
W2301N23057;18.01.2000
W2301N23100;04.12.1990
W2301N23110;17.01.2001
W2301N23115;02.02.1968
W2301N23116;19.10.1989
W2301N23117;18.11.1966
W2301N23138;04.12.1994
W2301N23168;13.08.1985
W2301N23185;12.05.1985
W2301N23192;13.11.1992
W2301N23194;16.09.1995
W2301N23195;01.03.2000
W2301N23214;30.10.1998
W2301N23215;01.10.1991
W2301N23330;21.01.1984
W2301N23370;22.11.1976
W2301N23402;15.08.1995
W2301N23426;29.11.2000
W2301N23432;18.10.1991
W2301N23437;15.03.1988
W2301N23438;12.07.2002
W2301N23444;22.08.1992
W2301N23450;29.10.1990
W2301N23456;05.11.1997
W2301N23458;14.06.2001
W2301N23463;07.03.1987
W2301N23473;25.09.2003
W2301N23474;09.03.1992
W2301N23475;21.11.1996
W2301N23476;31.07.1998
W2301N23479;27.03.1984
W2301N23492;10.08.1971
W2301N23518;20.06.1990
W2301N23519;16.04.1982
W2301N23573;28.06.2002
W2301N23620;05.05.1990
W2301N23621;02.05.1982
W2301N23636;14.12.1981
W2301N23656;21.02.1993
W2301N23657;21.05.1975
W2301N23685;04.03.1977
W2301N23686;07.12.1998
W2301N23688;24.10.1996
W2301N23689;08.01.2000
W2301N23693;20.03.1983
W2301N23715;16.11.1999
W2301N23722;14.07.1994
W2301N23733;02.07.1985
W2301N23734;14.04.1988
W2301N23740;11.05.1976
W2301N23767;12.05.1998
W2301N23784;05.07.1990
W2301N23810;15.06.1998
W2301N23817;27.11.1974
W2301N23820;13.12.1990
W2301N23824;03.05.1986
W2301N23851;22.06.1998
W2301N23852;02.05.1993
W2301N23867;12.07.1994
W2301N23871;27.04.1986
W2301N23872;20.02.1998
W2301N23873;26.10.1994
W2301N23886;14.05.1992
W2301N23912;14.11.1997
W2301N23949;05.08.1997
W2301N23950;21.01.1995
W2301N23952;22.01.1984
W2301N23953;10.03.1989
W2301N23954;02.03.1999
W2301N23977;21.05.1999
W2301N24007;22.08.1999
W2301N24040;01.03.1985
W2301N24041;11.05.1992
W2301N24043;28.07.1996
W2301N24053;28.04.1999
W2301N24054;28.01.1999
W2301N24055;16.07.1989
W2301N24199;10.04.2001
W2301N24200;21.04.2000
W2301N24201;23.02.1999
W2301N24211;26.06.1998
W2301N24220;05.11.1994
W2301N24255;26.07.1987
W2301N24256;17.03.1982
W2301N24264;08.02.1993
W2301N24269;04.07.1993
W2301N24270;03.01.1997
W2301N24271;02.06.2000
W2301N24272;24.08.1984
W2301N24292;06.01.1993
W2301N24332;21.08.1989
W2301N24333;11.07.1983
W2301N24337;22.01.1963
W2301N24338;21.09.1992
W2301N24370;02.02.1998
W2301N24411;17.03.1993
W2301N24715;02.03.2001
W2301N24716;03.06.2002
W2301N24717;19.09.1999
W2301N24718;08.10.2002
W2301N24816;16.07.2002
W2301N24818;29.01.1979
W2301N24820;08.03.1994
W2301N24833;30.12.2004
W2301N24842;14.01.1994
W2301N24843;05.01.1993
W2301N24844;05.04.1998
W2301N24882;27.08.1996
W2301N24883;15.01.1990
W2301N24884;04.07.1986
W2301N24891;06.05.1977
W2301N24950;28.02.2001
W2301N24963;24.11.1986
W2301N24981;03.03.1992
W2301N24994;25.03.1986
W2301N24998;12.03.1989
W2301N25061;14.02.2000
W2301N25062;23.05.2002
W2301N25328;20.08.2003
W2301N25335;09.06.1975
W2301N25348;09.12.1997
W2301N25349;08.03.1982
W2301N25542;16.07.1981
W2301N25543;13.04.1999
W2301N25544;02.06.2001
W2301N25547;06.03.1996
W2301N25672;14.08.1994
W2301N25871;27.06.2002
W2301N25897;29.03.1994
W2301N25970;27.07.1990
W2301N25987;15.12.1973
W2301N25988;01.06.1998
W2301N25990;04.10.1999
W2301N26044;14.08.2003
W2301N26053;10.03.1997
W2301N26058;27.01.1996
W2301N26091;09.05.1992
W2301N26138;27.11.2000
W2301N3124;20.03.1977
W2301N3269;30.06.1992 23:00
W2301N3299;21.09.1984 23:00
W2301N3394;13.10.1989 23:00
W2301N3523;09.12.1979 23:00
W2301N3551;28.01.1973
W2301N365;15.01.1960
W2301N3710;06.07.1980 23:00
W2301N3863;13.08.1985 23:00
W2301N4346;03.03.1978
W2301N438;
W2301N4518;04.07.1990 23:00
W2301N4683;09.03.1993 23:00
W2301N475;18.05.1983 23:00
W2301N4904;12.06.1988
W2301N4905;20.05.1965
W2301N4997;09.04.1971
W2301N5128;06.03.1981
W2301N5315;24.05.1970
W2301N5329;03.01.1977
W2301N5458;22.07.1988 23:00
W2301N5722;11.08.1987
W2301N6732;07.08.1985 11:00
W2301N6929;05.12.1987
W2301N7031;08.08.1982
W2301N7041;01.07.1988
W2301N7089;23.12.1983
W2301N7095;22.09.1995
W2301N7113;11.09.1990
W2301N7140;08.09.1993 11:00
W2301N7221;28.08.1977
W2301N7227;20.11.1984 12:00
W2301N7688;15.05.1973
W2301N7721;23.06.1968
W2301N7822;17.01.1977
W2301N7892;04.06.1983
W2301N8138;22.01.1983
W2301N8171;10.02.1970
W2301N8172;30.11.1979
W2301N8264;01.06.1986
W2301N8265;23.07.1981
W2301N8375;01.10.1980
W2301N8381;19.05.1967
W2301N8465;27.07.1979
W2301N8696;06.05.1986
W2301N8814;03.01.1997
W2301N8864;02.06.1974
W2301N8913;17.12.1979
W2301N9110;30.11.1994
W2301N9117;27.04.1988
W2301N92;16.03.1986
W2301N9271;20.11.1975
W2301N9297;03.10.1966
W2301N9548;26.12.1986
W2301N9693;14.06.1992
W2301N9773;20.04.1988
W2301N9846;13.05.1990
W2301N9850;25.02.1979
W2301N9902;19.11.1992
W2301N9905;27.06.1988
W2301N9949;23.12.1989
W2304N100;25.05.1985 23:00
W2304N1020;10.02.1989
W2304N1069;13.08.1970
W2304N1106;19.12.1980
W2304N1134;02.12.1982 23:00
W2304N1182;10.02.1982
W2304N1213;21.12.1979
W2304N1216;03.09.1979
W2304N1343;01.10.1978 23:00
W2304N1372;21.10.1979
W2304N1405;04.09.1986
W2304N1406;17.11.1979
W2304N1494;06.09.1985
W2304N1520;16.02.1975 23:00
W2304N1531;02.12.1975
W2304N1567;19.11.1985 11:00
W2304N16;10.07.1981
W2304N1742;15.08.1986
W2304N1807;30.09.1985
W2304N1820;16.02.1992 11:00
W2304N1840;28.11.1993 11:00
W2304N1875;21.10.1987 11:00
W2304N1878;24.06.1986 11:00
W2304N1913;07.07.1974
W2304N1940;18.08.1993
W2304N1992;28.05.1985
W2304N2003;03.02.1981
W2304N2072;26.01.1985
W2304N2128;07.03.1987
W2304N2173;03.04.1993
W2304N2196;11.02.1988
W2304N2215;16.03.1988
W2304N232;15.06.1980 23:00
W2304N244;09.10.1976
W2304N2465;12.05.1982
W2304N2526;04.08.1987
W2304N2542;23.02.1989
W2304N2576;28.05.1983
W2304N2603;22.08.1972
W2304N2606;30.12.1985
W2304N2621;14.12.1977
W2304N2637;02.08.1983
W2304N267;07.03.1990
W2304N2678;05.02.1973
W2304N2679;28.02.1974
W2304N2697;02.11.1986
W2304N2741;17.11.1984
W2304N2816;23.08.1980
W2304N2905;16.04.1983
W2304N2949;14.09.1980
W2304N2951;03.08.1989
W2304N3024;14.09.1986
W2304N3050;02.10.1997
W2304N3081;13.11.1984
W2304N3134;27.04.1979
W2304N3140;23.08.1966
W2304N3164;23.06.1987
W2304N3180;03.02.1994
W2304N321;27.05.1985
W2304N3221;24.04.1976
W2304N3244;12.09.1991
W2304N3286;06.06.1990
W2304N3294;27.07.1994
W2304N3317;14.01.1976
W2304N3325;01.09.1994
W2304N3334;04.01.1993
W2304N3335;14.06.1986
W2304N3336;28.03.1988
W2304N3349;21.09.1990
W2304N3377;17.01.1987
W2304N3503;28.04.1970
W2304N3533;15.11.1984
W2304N3605;15.05.1993
W2304N3614;03.04.1993
W2304N3661;08.02.1980
W2304N3663;11.07.1991
W2304N3668;22.06.1981
W2304N3691;13.12.1975
W2304N3696;21.12.1990
W2304N3700;13.02.1982
W2304N3716;09.01.1996
W2304N3718;20.09.1972
W2304N3763;25.02.1985
W2304N3769;23.02.1971
W2304N3773;09.09.1968
W2304N3790;20.01.1990
W2304N3792;05.08.1991
W2304N3862;28.09.1976
W2304N3949;15.08.1986
W2304N3955;21.05.1995
W2304N3965;31.10.1986
W2304N3981;15.01.1994
W2304N3982;29.03.1989
W2304N3992;09.02.2000
W2304N3994;18.08.1991
W2304N4019;06.02.1997
W2304N4037;19.04.1993
W2304N4047;18.05.1987
W2304N4050;18.07.1983
W2304N4059;01.05.1989
W2304N4140;22.08.1993
W2304N4175;26.12.1972
W2304N4194;07.09.1991
W2304N4223;21.06.1984
W2304N4276;17.07.2000
W2304N4333;18.05.1995
W2304N4348;12.07.1976
W2304N4349;07.11.1976
W2304N4356;14.10.1992
W2304N4361;20.04.1983
W2304N4380;04.12.1996
W2304N4404;28.10.1999
W2304N4408;08.04.1978
W2304N4476;28.10.1981
W2304N4500;21.04.1996
W2304N452;01.05.1973 23:00
W2304N4523;22.05.1994
W2304N4527;31.05.1979
W2304N4542;04.11.1983
W2304N4552;25.07.1991
W2304N4581;19.12.1971
W2304N4612;09.03.1987
W2304N4620;05.01.1992
W2304N4621;22.06.1995
W2304N4625;08.01.1992
W2304N4626;05.07.1988
W2304N463;06.01.1985
W2304N4637;06.09.2001
W2304N464;06.12.1982
W2304N4653;16.05.1996
W2304N4654;20.01.1995
W2304N4656;15.11.1981
W2304N4684;04.09.1971
W2304N4695;05.05.1982
W2304N4696;15.02.1979
W2304N4697;18.06.1982
W2304N4750;27.07.1970
W2304N4758;19.09.1995
W2304N4768;02.07.1992
W2304N4773;15.10.1999
W2304N4778;13.12.1993
W2304N4803;01.04.1983
W2304N4804;10.06.1977
W2304N4810;12.09.2002
W2304N4815;26.11.1988
W2304N4823;10.11.1982
W2304N4840;01.08.2003
W2304N4849;19.02.1999
W2304N4885;14.12.1999
W2304N4948;13.12.1988
W2304N4949;14.02.2003
W2304N4986;09.06.1998
W2304N5003;05.03.1986
W2304N5007;21.12.1995
W2304N5008;06.11.2000
W2304N5021;07.05.1997
W2304N5022;22.04.1994
W2304N5032;07.01.1994
W2304N5048;22.08.1986
W2304N5107;08.05.1990
W2304N5133;06.10.2000
W2304N514;02.10.1974
W2304N5182;11.11.2000
W2304N5220;29.06.1984
W2304N5225;15.09.2000
W2304N5246;11.05.1977
W2304N5247;27.04.1991
W2304N5252;24.04.1997
W2304N5254;23.09.1988
W2304N5256;12.08.2003
W2304N5259;09.09.1990
W2304N5260;25.01.1998
W2304N5268;05.12.1998
W2304N5277;04.08.1984
W2304N5293;31.10.2003
W2304N5307;06.12.1981
W2304N5310;07.12.1983
W2304N5324;27.03.1986
W2304N5338;30.08.2000
W2304N5339;28.05.1998
W2304N5342;10.08.1972
W2304N5411;07.05.2002
W2304N5453;09.08.1984
W2304N5460;14.10.2003
W2304N5516;14.11.1979
W2304N5519;13.10.1983
W2304N5520;05.09.1990
W2304N5543;23.03.1967
W2304N5544;27.06.1989
W2304N555;18.01.1973
W2304N5572;29.03.1972
W2304N5576;28.10.1980
W2304N5578;29.08.1984
W2304N5621;17.02.1982
W2304N5641;11.05.1994
W2304N5659;24.03.2000
W2304N5686;23.03.2003
W2304N5688;26.12.1984
W2304N5789;06.05.1991
W2304N5796;16.10.1987
W2304N5801;04.12.1987
W2304N5802;20.10.1996
W2304N5803;24.06.1997
W2304N5808;28.12.1995
W2304N581;11.03.1979
W2304N5823;15.11.1984
W2304N5824;11.09.2001
W2304N678;22.09.1988
W2304N766;09.06.1986 23:00
W2304N796;15.09.1987
W2304N799;07.07.1980 23:00
W2305N1072;29.10.1964
W2305N1143;10.12.1993
W2305N1203;01.11.1966
W2305N1269;06.04.1981
W2305N1327;16.05.1986
W2305N1328;03.02.1981
W2305N1339;23.08.1992
W2305N1453;14.12.1983
W2305N1486;13.05.1990
W2305N1731;04.02.1981
W2305N1755;24.01.1987
W2305N179;12.06.1985
W2305N1791;04.11.1985
W2305N1842;27.03.1983
W2305N1843;10.04.1990
W2305N1931;14.05.1997
W2305N1962;06.12.1984
W2305N2002;03.07.1982
W2305N2035;12.10.1992
W2305N2123;23.03.1983
W2305N2187;16.01.1984
W2305N2212;30.04.1978
W2305N2362;12.10.1993
W2305N2401;07.02.1972
W2305N2465;03.03.1986
W2305N2559;15.04.1970
W2305N263;18.01.1984
W2305N270;14.02.1979
W2305N2700;27.05.1999
W2305N2707;16.09.1988
W2305N2793;06.08.1985
W2305N2886;26.04.1977
W2305N303;06.10.1986 23:00
W2305N3047;06.03.1991
W2305N3076;22.12.1998
W2305N3079;28.11.1986
W2305N3263;05.01.1988
W2305N3264;23.03.1988
W2305N3272;22.03.1981
W2305N3317;06.02.1999
W2305N3423;27.10.1986
W2305N3590;09.05.2000
W2305N3690;26.02.1992
W2305N3696;31.05.2001
W2305N3798;22.06.1993
W2305N3849;25.07.2001
W2305N3984;14.09.1987
W2305N3991;12.03.1982
W2305N4046;25.05.1985
W2305N4055;10.08.1974
W2305N4076;02.07.1992
W2305N4180;26.09.1983
W2305N4219;03.09.1996
W2305N4351;22.02.1993
W2305N4353;21.07.1987
W2305N4354;06.12.1985
W2305N4355;09.01.2002
W2305N4397;23.07.1987
W2305N4497;13.08.1993
W2305N4504;02.06.1995
W2305N451;09.11.1984
W2305N4512;04.11.1999
W2305N4546;04.03.1982
W2305N4622;08.10.1998
W2305N4637;17.06.1995
W2305N4669;25.09.1988
W2305N4677;07.09.1999
W2305N4710;20.06.1980
W2305N4721;29.09.1984
W2305N4722;01.09.1993
W2305N4751;07.12.1991
W2305N4802;07.08.1999
W2305N4857;01.08.1986
W2305N4875;02.05.1986
W2305N4877;27.08.1980
W2305N4886;08.08.1990
W2305N4920;19.05.1993
W2305N4977;30.07.1990
W2305N4994;18.02.1993
W2305N4995;14.07.1988
W2305N5010;26.02.2000
W2305N5013;30.09.1980
W2305N5014;16.12.1985
W2305N5021;01.03.2002
W2305N5026;05.09.1986
W2305N5045;10.03.1981
W2305N5048;26.07.1998
W2305N5051;06.09.1981
W2305N5052;09.06.2002
W2305N5076;17.06.2002
W2305N5086;09.03.1999
W2305N5089;14.10.2002
W2305N5090;15.02.1988
W2305N5093;01.05.1975
W2305N5146;13.12.1993
W2305N5150;06.10.1989
W2305N5182;07.08.1996
W2305N5198;20.02.1992
W2305N5281;03.06.1996
W2305N5295;07.05.2002
W2305N5330;10.04.1990
W2305N5448;24.04.1998
W2305N5449;12.09.1991
W2305N5450;11.03.1984
W2305N5453;25.03.1982
W2305N5468;31.05.1988
W2305N5469;17.05.1986
W2305N5475;02.03.1988
W2305N5476;15.11.1996
W2305N5477;09.06.1983
W2305N5478;03.11.1991
W2305N5484;17.06.1994
W2305N5485;30.05.1991
W2305N5486;26.12.1993
W2305N5487;18.05.2000
W2305N5489;19.06.1992
W2305N5505;10.10.1990
W2305N5506;02.12.1999
W2305N5536;28.03.1989
W2305N5537;26.04.1995
W2305N5538;01.05.1988
W2305N5539;23.05.1986
W2305N5540;07.11.1998
W2305N5557;28.01.1985
W2305N5558;24.05.1998
W2305N5559;19.12.1996
W2305N5568;22.10.1972
W2305N5592;10.06.1999
W2305N5602;11.08.2000
W2305N5644;20.08.1993
W2305N5646;19.05.1990
W2305N5647;24.07.1987
W2305N5649;10.02.1983
W2305N5656;12.04.1983
W2305N5678;01.06.1978
W2305N5716;12.04.2001
W2305N5739;24.01.2000
W2305N5782;17.06.1994
W2305N5787;09.09.1975
W2305N5790;15.02.1981
W2305N5811;13.12.1986
W2305N5828;18.12.1992
W2305N5829;28.09.1986
W2305N5843;15.12.1980
W2305N5853;02.06.2003
W2305N5854;28.01.2000
W2305N5855;29.06.1983
W2305N5856;13.06.2003
W2305N5865;28.12.1985
W2305N5871;18.07.1997
W2305N5907;04.01.1986
W2305N5912;28.12.1991
W2305N5914;23.05.1971
W2305N5924;30.06.1991
W2305N5950;27.01.1999
W2305N5962;28.02.2003
W2305N5972;02.12.1999
W2305N6023;19.02.1996
W2305N6146;01.04.2004
W2305N6186;30.10.1997
W2305N6310;31.10.2001
W2305N6311;08.06.1997
W2305N6316;30.07.1978
W2305N6324;15.11.2001
W2305N6404;19.09.2001
W2305N6417;26.03.1974
W2305N6418;23.01.1975
W2305N6419;28.09.1994
W2305N6420;23.12.1994
W2305N6469;09.08.1991
W2305N6500;30.11.1989
W2306N1720;20.05.1981
W2306N174;15.03.1970
W2306N2159;22.03.1968
W2306N2287;17.05.1982
W2306N2498;18.03.1981
W2306N2605;29.08.1973
W2306N3407;13.06.1991
W2306N3408;23.02.1987
W2306N3436;02.08.1990
W2306N3543;28.02.1999
W2306N3849;24.05.1979
W2306N3878;03.04.1987
W2306N3912;12.09.1988
W2306N4013;24.02.1986
W2306N4058;22.10.1995
W2306N4091;13.08.2001
W2306N4260;29.06.1982
W2306N4264;22.12.1997
W2306N4265;21.04.1980
W2306N4266;13.09.1988
W2306N4288;13.11.1972
W2306N4291;27.07.1986
W2306N4312;05.03.1987
W2306N4322;07.08.1986
W2306N4323;24.11.1988
W2306N4328;18.09.1993
W2306N4352;15.03.1987
W2306N4470;18.12.1972
W2306N4523;03.01.1978
W2306N4588;22.11.1987
W2306N4616;28.02.1989
W2306N4621;06.10.1983
W2306N4653;21.03.1985
W2306N4725;08.01.1993
W2306N4727;04.02.1988
W2306N4734;28.12.1987
W2306N4755;07.09.1989
W2306N4786;09.12.2000
W2306N4810;16.12.1975
W2306N4880;15.06.1977
W2306N4923;06.04.1989
W2306N4924;13.09.1987
W2306N4930;15.04.1991
W2306N4943;05.11.1992
W2306N4970;08.04.1998
W2306N5115;28.10.1987
W2306N5130;22.09.1994
W2306N5268;22.03.1981
W2306N5309;31.03.1977
W2306N5316;08.12.1997
W2306N5330;01.07.1986
W2306N850;09.08.1971
W2306N870;16.05.1995 11:00
W232429;18.02.1963
W232764;14.10.1987
W2401N10648;17.01.1986
W2401N10741;06.03.1985
W2401N10774;18.02.1989
W2401N10918;20.04.2000
W2401N11103;21.11.1980
W2401N11116;02.04.1979
W2401N11298;07.07.1989
W2401N11338;14.03.1985
W2401N11571;03.02.1988
W2401N11572;25.11.1992
W2401N11679;28.05.1989
W2401N11746;19.03.1992
W2401N11747;14.11.1985
W2401N11790;19.05.1979
W2401N11802;05.05.1982
W2401N11817;26.01.1992
W2401N11828;19.04.1979
W2401N12019;16.11.1989
W2401N12038;04.03.1988
W2401N12204;10.12.1987
W2401N12469;20.03.1987
W2401N12524;22.11.1986
W2401N12583;07.05.1991
W2401N12637;02.06.1990
W2401N12970;03.06.1986
W2401N13019;17.11.1987
W2401N13169;10.02.1993
W2401N13213;07.11.2000
W2401N13214;13.03.1991
W2401N13301;02.09.1998
W2401N13314;19.08.1993
W2401N13315;20.10.1996
W2401N13317;11.03.1995
W2401N13338;28.11.1996
W2401N13342;26.04.1993
W2401N13386;07.12.1997
W2401N13387;24.12.1998
W2401N13389;06.08.1991
W2401N13429;14.01.2000
W2401N13465;03.03.1991
W2401N13467;24.04.1998
W2401N13469;14.10.1991
W2401N13479;14.11.1985
W2401N13481;02.11.1998
W2401N13507;22.09.1993
W2401N13536;01.09.1996
W2401N13550;26.04.1991
W2401N13552;04.02.2000
W2401N13607;29.12.1996
W2401N13613;11.08.1996
W2401N13737;05.12.1987
W2401N13793;22.12.1997
W2401N13806;13.05.1984
W2401N13891;18.08.1988
W2401N13944;11.06.1986
W2401N13950;10.06.1992
W2401N13992;21.09.2001
W2401N14000;09.08.1985
W2401N14017;10.06.1999
W2401N14041;07.10.1980
W2401N14049;31.05.1991
W2401N14224;23.12.1995
W2401N14226;27.01.1981
W2401N14238;22.12.1994
W2401N14260;12.06.1996
W2401N14337;23.07.1991
W2401N14471;21.04.1997
W2401N14472;03.06.1987
W2401N14535;17.06.1992
W2401N14542;29.12.1996
W2401N14547;11.05.2001
W2401N14671;13.05.1997
W2401N14683;03.03.1992
W2401N14773;22.07.1992
W2401N14791;31.05.1990
W2401N14811;13.06.2000
W2401N14844;22.05.1999
W2401N14875;13.08.1982
W2401N14895;17.12.1998
W2401N14909;03.05.1997
W2401N14910;19.11.1996
W2401N15015;28.06.2000
W2401N15017;12.01.1983
W2401N15021;05.04.1998
W2401N15028;08.01.1987
W2401N15029;27.08.1988
W2401N15030;22.05.1993
W2401N15031;07.01.1989
W2401N15032;30.07.1988
W2401N15033;18.10.1988
W2401N15058;28.03.1983
W2401N15060;08.12.1992
W2401N15072;19.12.1987
W2401N15106;24.09.1982
W2401N15114;02.06.1981
W2401N15117;21.03.1984
W2401N15119;26.08.2003
W2401N15176;14.06.1997
W2401N15182;14.12.1998
W2401N15200;13.04.1995
W2401N15260;15.06.1983
W2401N15315;20.01.1988
W2401N15461;18.09.1989
W2401N15466;09.05.1981
W2401N15549;13.05.1996
W2401N15735;06.08.1987
W2401N16037;14.03.1976
W2401N16038;03.06.2000
W2401N16206;27.06.1973
W2401N16282;17.11.1987
W2401N16295;08.11.1994
W2401N16301;23.01.2004
W2401N16307;01.07.1997
W2401N16312;20.06.1987
W2401N16336;22.08.1987
W2401N16337;10.04.1974
W2401N16338;02.10.1971
W2401N16339;25.05.1981
W2401N16371;22.03.1991
W2401N16374;08.08.1988
W2401N16376;31.12.1992
W2401N16379;04.05.1989
W2401N16418;25.07.1989
W2401N16442;01.08.2002
W2401N16496;24.10.1981
W2401N16504;07.12.1990
W2401N16525;06.03.1964
W2401N16588;27.11.1998
W2401N16612;16.02.2002
W2401N16646;13.03.1989
W2401N16699;11.02.2002
W2401N16807;20.04.1984
W2401N17086;16.09.1984
W2401N17117;28.04.1991
W2401N17333;26.05.1989
W2401N17535;21.06.1986
W2401N17576;15.12.1981
W2401N2209;12.04.1983 23:00
W2401N2684;30.07.1975
W2401N274;12.08.1985 23:00
W2401N2787;27.02.1988
W2401N2847;25.09.1988 23:00
W2401N2877;13.05.1974
W2401N2906;26.01.1991 23:00
W2401N3053;02.02.1967
W2401N3840;18.08.1984
W2401N3974;17.08.1989
W2401N4949;16.07.1973
W2401N5095;31.03.1981
W2401N5775;28.05.1987
W2401N6134;19.09.1985
W2401N6227;23.10.1987
W2401N6296;20.05.1984
W2401N6803;15.01.1990
W2401N6908;29.07.1978
W2401N7355;16.02.1990
W2401N7369;25.03.1989
W2401N7379;02.01.1990
W2401N7525;24.11.1983
W2401N7577;12.11.1990
W2401N7766;15.02.1994
W2401N7781;11.10.1994
W2401N7875;05.09.1988
W2401N7893;02.08.1983
W2401N7986;06.03.1992
W2401N8007;21.10.1969
W2401N8175;21.12.1985
W2401N8365;31.01.1986
W2401N8429;04.12.1995
W2401N8482;08.05.1998
W2401N8508;07.12.1984
W2401N8580;25.01.1971
W2401N8738;28.11.1962
W2401N8995;04.06.1987
W2401N9017;19.09.1991
W2401N9092;07.01.1995
W2401N9188;13.06.1975
W2401N9388;01.10.1985
W2401N9780;10.11.1978
W2401N9908;12.11.1988
W2501N10002;04.09.1989
W2501N10003;17.11.1984
W2501N10008;06.02.1968
W2501N10018;13.05.2001
W2501N10027;26.09.1993
W2501N10030;26.08.2002
W2501N10040;29.08.1984
W2501N10043;31.08.1999
W2501N10044;08.09.1987
W2501N10050;05.07.1986
W2501N10051;12.06.1997
W2501N10056;09.12.1969
W2501N10058;04.02.2000
W2501N10074;29.10.1999
W2501N10076;11.05.1988
W2501N10078;14.03.1971
W2501N10080;09.10.1988
W2501N10081;28.10.1991
W2501N10082;26.03.1973
W2501N10115;07.01.1981
W2501N10116;02.01.1974
W2501N10120;05.01.1986
W2501N10121;08.10.1964
W2501N10149;20.04.1995
W2501N10253;07.08.1976
W2501N10291;18.01.1989
W2501N10304;03.10.1989
W2501N10305;12.11.1989
W2501N10316;08.07.1985
W2501N10317;19.03.1987
W2501N10349;26.04.1969
W2501N10411;17.11.1976
W2501N10418;19.06.1992
W2501N10419;12.02.1984
W2501N10420;15.01.1990
W2501N10428;01.10.1991
W2501N10452;14.02.1991
W2501N10466;01.09.1994
W2501N10467;07.04.1968
W2501N10469;11.03.1979
W2501N10470;05.04.1983
W2501N10477;20.09.1978
W2501N10493;16.07.1989
W2501N10519;06.11.1981
W2501N10534;31.10.1989
W2501N10565;13.10.1972
W2501N10570;26.05.1978
W2501N10611;23.10.1966
W2501N10612;19.01.1988
W2501N10631;04.11.1972
W2501N10632;15.05.1988
W2501N10633;13.12.1996
W2501N10689;31.08.1972
W2501N10694;24.08.1997
W2501N10703;16.08.1990
W2501N10704;30.08.1973
W2501N10708;26.05.1973
W2501N10711;09.09.1998
W2501N10718;27.12.1980
W2501N10725;20.10.1989
